,Player,height,weight,collage,born,birth_city,birth_state,G/season,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
314,Sherwin Raiken,188,83,Villanova University,1928,,,6,#DIV/0!,63,-3.2,0.184,#DIV/0!,0.381,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.4,0.1,-0.3,-0.253,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3,21,0.143,#DIV/0!,#DIV/0!,#DIV/0!,3,21,0.143,0.143,3,8,0.375,#DIV/0!,#DIV/0!,8,6,#DIV/0!,#DIV/0!,#DIV/0!,10,9
315,Gene Rhodes,185,77,Western Kentucky University,1927,,,65,#DIV/0!,1162,11.2,0.405,#DIV/0!,0.494,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.1,1,0.9,0.037,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,109,342,0.319,#DIV/0!,#DIV/0!,#DIV/0!,109,342,0.319,0.319,119,169,0.704,#DIV/0!,#DIV/0!,98,91,#DIV/0!,#DIV/0!,#DIV/0!,78,337
316,Dick Surhoff,193,95,Long Island University,1929,,,29,#DIV/0!,272.5,7.95,0.3645,#DIV/0!,0.4865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.2,0.25,0.1,-0.0155,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,28,95,0.273,#DIV/0!,#DIV/0!,#DIV/0!,28,95,0.273,0.273,33,46,0.6955,#DIV/0!,#DIV/0!,47,16,#DIV/0!,#DIV/0!,#DIV/0!,44.5,89
317,Mark Workman,206,97,West Virginia University,1930,Charleston,West Virginia,36,#DIV/0!,552.75,7.35,0.3665,#DIV/0!,0.2115,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.925,0.25,-0.65,-0.0675,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,71.25,219,0.3375,#DIV/0!,#DIV/0!,#DIV/0!,71.25,219,0.3375,0.3375,36.5,59,0.58525,#DIV/0!,#DIV/0!,105.75,20.25,#DIV/0!,#DIV/0!,#DIV/0!,90.75,179
318,Zeke Zawoluk,201,97,St. John's University,1930,Brooklyn,New York,59.66666667,#DIV/0!,1178,14.4,0.464333333,#DIV/0!,0.576666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.633333333,1.066666667,2.7,0.114666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,132,355,0.370333333,#DIV/0!,#DIV/0!,#DIV/0!,132,355,0.370333333,0.370333333,139.3333333,181.6666667,0.750666667,#DIV/0!,#DIV/0!,244,72.33333333,#DIV/0!,#DIV/0!,#DIV/0!,150,403.3333333
319,Don Ackerman,183,83,Long Island University,1930,New York,New York,28,#DIV/0!,220,1,0.285,#DIV/0!,0.444,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.7,0.1,-0.6,-0.123,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14,63,0.222,#DIV/0!,#DIV/0!,#DIV/0!,14,63,0.222,0.222,15,28,0.536,#DIV/0!,#DIV/0!,15,23,#DIV/0!,#DIV/0!,#DIV/0!,43,43
320,Don Asmonga,188,83,Alliance College,1928,West Mifflin,Pennsylvania,7,#DIV/0!,46,-7.5,0.162,#DIV/0!,0.067,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.3,0,-0.3,-0.279,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,15,0.133,#DIV/0!,#DIV/0!,#DIV/0!,2,15,0.133,0.133,1,1,1,#DIV/0!,#DIV/0!,1,5,#DIV/0!,#DIV/0!,#DIV/0!,12,5
321,Ernie Barrett,190,81,Kansas State University,1929,Pratt,Kansas,65.5,#DIV/0!,1046,7.95,0.3825,#DIV/0!,0.176,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.3,0.65,0.35,-0.0035,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,133.5,362,0.351,#DIV/0!,#DIV/0!,#DIV/0!,133.5,362,0.351,0.351,53.5,71.5,0.674,#DIV/0!,#DIV/0!,171.5,114.5,#DIV/0!,#DIV/0!,#DIV/0!,150,320.5
322,Ernie Beck,193,86,University of Pennsylvania,1931,Philadelphia,Pennsylvania,42.33333333,#DIV/0!,792.8888889,11.22222222,0.413,#DIV/0!,0.245,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.3,0.711111111,1.011111111,0.048111111,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,104.3333333,272.6666667,0.363888889,#DIV/0!,#DIV/0!,#DIV/0!,104.3333333,272.6666667,0.363888889,0.363888889,52.55555556,68.88888889,0.768333333,#DIV/0!,#DIV/0!,134.8888889,76,#DIV/0!,#DIV/0!,#DIV/0!,75.22222222,261.2222222
323,Irv Bemoras,190,83,University of Illinois at Urbana-Champaign,1930,,,65.5,#DIV/0!,1239.5,9.85,0.398,#DIV/0!,0.34,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.25,0.9,0.7,0.016,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,154.5,445,0.344,#DIV/0!,#DIV/0!,#DIV/0!,154.5,445,0.344,0.344,104.5,155.5,0.674,#DIV/0!,#DIV/0!,170.5,62.5,#DIV/0!,#DIV/0!,#DIV/0!,114,413.5
324,Bill Bolger,196,92,Georgetown University,1931,,,20,#DIV/0!,202,10.7,0.433,#DIV/0!,0.22,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1,0.1,0.2,0.039,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,24,59,0.407,#DIV/0!,#DIV/0!,#DIV/0!,24,59,0.407,0.407,8,13,0.615,#DIV/0!,#DIV/0!,36,11,#DIV/0!,#DIV/0!,#DIV/0!,27,56
325,Walt Davis,203,92,Texas A&M University,1931,Beaumont,Texas,55.14285714,#DIV/0!,858.1428571,9,0.419142857,#DIV/0!,0.298714286,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.028571429,0.742857143,0.771428571,0.045142857,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,101.1428571,270.7142857,0.367714286,#DIV/0!,#DIV/0!,#DIV/0!,101.1428571,270.7142857,0.367714286,0.367714286,53.28571429,75.85714286,0.706571429,#DIV/0!,#DIV/0!,224.4285714,37.14285714,#DIV/0!,#DIV/0!,#DIV/0!,151.1428571,255.5714286
326,Gene Dyker,198,102,DePaul University,1930,,,11,#DIV/0!,91,0.4,0.271,#DIV/0!,0.308,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.3,0.1,-0.3,-0.138,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6,26,0.231,#DIV/0!,#DIV/0!,#DIV/0!,6,26,0.231,0.231,4,8,0.5,#DIV/0!,#DIV/0!,16,5,#DIV/0!,#DIV/0!,#DIV/0!,21,16
327,Ed Earle,190,86,Loyola University of Chicago,1927,,,2,#DIV/0!,12,15,0.532,#DIV/0!,2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0.193,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,2,0.5,#DIV/0!,#DIV/0!,#DIV/0!,1,2,0.5,0.5,2,4,0.5,#DIV/0!,#DIV/0!,2,0,#DIV/0!,#DIV/0!,#DIV/0!,0,4
328,Ray Felix,211,99,Long Island University,1930,New York,New York,62.18181818,#DIV/0!,1460.818182,14.95454545,0.462727273,#DIV/0!,0.476363636,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.445454545,1.236363636,3.672727273,0.096181818,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,231.0909091,563.2727273,0.401454545,#DIV/0!,#DIV/0!,#DIV/0!,231.0909091,563.2727273,0.401454545,0.401454545,202.9090909,299.9090909,0.669181818,#DIV/0!,#DIV/0!,544.9090909,44.27272727,#DIV/0!,#DIV/0!,#DIV/0!,236,665.0909091
329,Jim Fritsche,203,95,Hamline University,1931,,,38,#DIV/0!,648.25,0.9,0.301,#DIV/0!,0.50375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.025,0.175,-0.825,-0.18775,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,62,201.5,0.237,#DIV/0!,#DIV/0!,#DIV/0!,62,201.5,0.237,0.237,27.75,38,0.6335,#DIV/0!,#DIV/0!,116.5,37.5,#DIV/0!,#DIV/0!,#DIV/0!,58.5,151.75
330,Jack George,188,86,La Salle University,1928,Swissvale,Pennsylvania,57.7,#DIV/0!,1774.1,11.52,0.4182,#DIV/0!,0.3472,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.46,1.45,1.92,0.0429,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,213.4,590,0.3581,#DIV/0!,#DIV/0!,#DIV/0!,213.4,590,0.3581,0.3581,150.4,212.1,0.7168,#DIV/0!,#DIV/0!,242.2,239,#DIV/0!,#DIV/0!,#DIV/0!,139.1,577.2
331,Bato Govedarica,180,83,DePaul University,1928,,,23,#DIV/0!,258,7.1,0.394,#DIV/0!,0.468,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.1,0.3,0.2,0.044,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,25,79,0.316,#DIV/0!,#DIV/0!,#DIV/0!,25,79,0.316,0.316,25,37,0.676,#DIV/0!,#DIV/0!,18,24,#DIV/0!,#DIV/0!,#DIV/0!,44,75
332,Norm Grekin,196,81,La Salle University,1930,Philadelphia,Pennsylvania,1,#DIV/0!,1,-23.3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0.01,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,1,0
333,Rollen Hans,188,95,Long Island University,1931,,,40,#DIV/0!,867,11.5,0.437,#DIV/0!,0.3615,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.2,0.4,0.6,0.018,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,110.5,291,0.4095,#DIV/0!,#DIV/0!,#DIV/0!,110.5,291,0.4095,0.4095,57,102.5,0.5405,#DIV/0!,#DIV/0!,88,103.5,#DIV/0!,#DIV/0!,#DIV/0!,96,278
334,Bob Houbregs*,201,95,University of Washington,1932,Vancouver,Canada,50.14285714,#DIV/0!,1242.142857,15.75,0.456285714,#DIV/0!,0.476714286,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.033333333,0.783333333,2.85,0.096666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,159.2857143,401,0.380142857,#DIV/0!,#DIV/0!,#DIV/0!,159.2857143,401,0.380142857,0.380142857,141.2857143,196.2857143,0.720857143,#DIV/0!,#DIV/0!,275.2857143,89,#DIV/0!,#DIV/0!,#DIV/0!,128.4285714,459.8571429
335,Billy Kenville,188,84,St. Bonaventure University,1930,Elmhurst,New York,57.5,#DIV/0!,1129.666667,13.26666667,0.438166667,#DIV/0!,0.4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.866666667,1.4,2.283333333,0.088166667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,141.3333333,389.5,0.365666667,#DIV/0!,#DIV/0!,#DIV/0!,141.3333333,389.5,0.365666667,0.365666667,123,162.3333333,0.748,#DIV/0!,#DIV/0!,201,119.1666667,#DIV/0!,#DIV/0!,#DIV/0!,111.6666667,405.6666667
336,Dick Knostman,198,97,Kansas State University,1931,Wamego,Kansas,5,#DIV/0!,47,17.4,0.438,#DIV/0!,1.1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0.1,0.2,0.183,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3,10,0.3,#DIV/0!,#DIV/0!,#DIV/0!,3,10,0.3,0.3,7,11,0.636,#DIV/0!,#DIV/0!,17,6,#DIV/0!,#DIV/0!,#DIV/0!,9,13
337,Clyde Lovellette*,206,106,University of Kansas,1929,Petersburg,Indiana,64,#DIV/0!,1734.090909,20.71818182,0.487636364,#DIV/0!,0.281181818,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4.090909091,2.318181818,6.418181818,0.173545455,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,434.9090909,981.3636364,0.441181818,#DIV/0!,#DIV/0!,#DIV/0!,434.9090909,981.3636364,0.441181818,0.441181818,216.2727273,285.5454545,0.763272727,#DIV/0!,#DIV/0!,605.7272727,99.72727273,#DIV/0!,#DIV/0!,#DIV/0!,208.0909091,1086.090909
338,Jim Luisi,188,81,St. Francis College,1928,,,31,#DIV/0!,367,7.6,0.394,#DIV/0!,0.432,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.1,0.1,0,0.002,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,31,95,0.326,#DIV/0!,#DIV/0!,#DIV/0!,31,95,0.326,0.326,27,41,0.659,#DIV/0!,#DIV/0!,25,35,#DIV/0!,#DIV/0!,#DIV/0!,45,89
339,Jack Molinas,198,90,Columbia University,1931,New York,New York,32,#DIV/0!,958,19.2,0.494,#DIV/0!,0.64,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.5,1,3.6,0.179,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,114,292,0.39,#DIV/0!,#DIV/0!,#DIV/0!,114,292,0.39,0.39,142,187,0.759,#DIV/0!,#DIV/0!,228,51,#DIV/0!,#DIV/0!,#DIV/0!,83,370
340,Jim Neal,211,106,Wofford College,1930,,,40,#DIV/0!,546.5,9.9,0.3215,#DIV/0!,0.357,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.6,1.7,0.1,0.007,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,64.5,214,0.26,#DIV/0!,#DIV/0!,#DIV/0!,64.5,214,0.26,0.26,46,76.5,0.629,#DIV/0!,#DIV/0!,152,16.5,#DIV/0!,#DIV/0!,#DIV/0!,80.5,175
341,Paul Nolen,211,106,Texas Tech University,1929,,,1,#DIV/0!,2,-20.3,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,-0.724,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1,0,#DIV/0!,#DIV/0!,#DIV/0!,0,1,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,1,0,#DIV/0!,#DIV/0!,#DIV/0!,1,0
342,Bob Peterson,196,95,University of Oregon,1932,San Mateo,California,22.2,#DIV/0!,280.4,12.22,0.4742,#DIV/0!,0.7818,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.08,0.2,0.32,0.1106,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.8,98.4,0.3332,#DIV/0!,#DIV/0!,#DIV/0!,37.8,98.4,0.3332,0.3332,23.2,34.2,0.7544,#DIV/0!,#DIV/0!,80.2,16.2,#DIV/0!,#DIV/0!,#DIV/0!,46.6,98.8
343,James Phelan,196,88,DePaul University,1925,Chicago,Illinois,4,#DIV/0!,33,-4.8,0.174,#DIV/0!,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.2,0,-0.1,-0.187,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,6,0,#DIV/0!,#DIV/0!,#DIV/0!,0,6,0,0,3,6,0.5,#DIV/0!,#DIV/0!,5,2,#DIV/0!,#DIV/0!,#DIV/0!,9,3
344,Connie Rea,190,79,Centenary College of Louisiana,1935,,,20,#DIV/0!,154,4.4,0.23,#DIV/0!,0.372,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.6,0.1,-0.6,-0.184,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,9,43,0.209,#DIV/0!,#DIV/0!,#DIV/0!,9,43,0.209,0.209,5,16,0.313,#DIV/0!,#DIV/0!,31,16,#DIV/0!,#DIV/0!,#DIV/0!,13,23
345,Frank Reddout,196,88,Syracuse University,1935,,,7,#DIV/0!,18,42.5,0.838,#DIV/0!,0.667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.3,0,0.3,0.802,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5,6,0.833,#DIV/0!,#DIV/0!,#DIV/0!,5,6,0.833,0.833,3,4,0.75,#DIV/0!,#DIV/0!,9,0,#DIV/0!,#DIV/0!,#DIV/0!,6,13
346,Al Roges,193,88,Long Island University,1930,,,42,#DIV/0!,1069,10.6,0.4185,#DIV/0!,0.3425,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.3,0.5,0.7,0.018,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,121.5,337.5,0.3675,#DIV/0!,#DIV/0!,#DIV/0!,121.5,337.5,0.3675,0.3675,72.5,101.5,0.6755,#DIV/0!,#DIV/0!,118.5,89.5,#DIV/0!,#DIV/0!,#DIV/0!,98.5,315.5
347,Ed Smith,198,81,Harvard University,1929,West Jefferson,Ohio,12,#DIV/0!,127,8.5,0.32,#DIV/0!,0.265,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.4,0.1,-0.3,-0.105,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14,49,0.286,#DIV/0!,#DIV/0!,#DIV/0!,14,49,0.286,0.286,7,13,0.538,#DIV/0!,#DIV/0!,32,10,#DIV/0!,#DIV/0!,#DIV/0!,17,35
348,Joe Smyth,190,97,Niagara University,1929,,,26.66666667,#DIV/0!,330,10.66666667,0.394,#DIV/0!,0.508666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.066666667,0.1,0.066666667,0.006666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,32,92,0.343666667,#DIV/0!,#DIV/0!,#DIV/0!,32,92,0.343666667,0.343666667,23.33333333,43.33333333,0.543333333,#DIV/0!,#DIV/0!,65.33333333,32.66666667,#DIV/0!,#DIV/0!,#DIV/0!,35.33333333,87.33333333
349,Don Sunderlage,185,81,University of Illinois at Urbana-Champaign,1929,Roselle,Illinois,56.5,#DIV/0!,1318,9.2,0.3845,#DIV/0!,0.5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.25,1.05,1.35,0.0135,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,143.5,440.5,0.294,#DIV/0!,#DIV/0!,#DIV/0!,143.5,440.5,0.294,0.294,150,205,0.703,#DIV/0!,#DIV/0!,140.5,112,#DIV/0!,#DIV/0!,#DIV/0!,160,437
350,Norm Swanson,198,95,University of Detroit Mercy,1930,Chicago,Illinois,63,#DIV/0!,611,4,0.303,#DIV/0!,0.467,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.3,0.9,-0.4,-0.034,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,31,137,0.226,#DIV/0!,#DIV/0!,#DIV/0!,31,137,0.226,0.226,38,64,0.594,#DIV/0!,#DIV/0!,110,33,#DIV/0!,#DIV/0!,#DIV/0!,91,100
351,Hal Uplinger,193,83,Long Island University,1929,,,23,#DIV/0!,268,10.7,0.415,#DIV/0!,0.234,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1,0.1,0.1,0.026,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,33,94,0.351,#DIV/0!,#DIV/0!,#DIV/0!,33,94,0.351,0.351,20,22,0.909,#DIV/0!,#DIV/0!,31,26,#DIV/0!,#DIV/0!,#DIV/0!,42,86
352,Isaac Walthour,180,73,,1930,New York City,New York,4,#DIV/0!,30,-5.4,0.167,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.1,0,-0.1,-0.165,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,6,0.167,#DIV/0!,#DIV/0!,#DIV/0!,1,6,0.167,0.167,0,0,#DIV/0!,#DIV/0!,#DIV/0!,1,2,#DIV/0!,#DIV/0!,#DIV/0!,6,2
353,George Yardley*,196,86,Stanford University,1928,Hollywood,California,59.22222222,#DIV/0!,1956.222222,20.36666667,0.498777778,#DIV/0!,0.440888889,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5.333333333,1.922222222,7.255555556,0.178888889,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,404.3333333,957.1111111,0.428,#DIV/0!,#DIV/0!,#DIV/0!,404.3333333,957.1111111,0.428,0.428,332.6666667,426.7777778,0.761777778,#DIV/0!,#DIV/0!,516.7777778,97.77777778,#DIV/0!,#DIV/0!,#DIV/0!,176.1111111,1141.333333
354,Don Anielak,201,86,Missouri State University,1930,,,1,#DIV/0!,10,1.8,0.26,#DIV/0!,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.1,0,-0.1,-0.263,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,4,0,#DIV/0!,#DIV/0!,#DIV/0!,0,4,0,0,3,4,0.75,#DIV/0!,#DIV/0!,2,0,#DIV/0!,#DIV/0!,#DIV/0!,0,3
355,Tom Brennan,190,88,Villanova University,1930,,,11,#DIV/0!,52,5.6,0.455,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.1,0.048,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5,11,0.455,#DIV/0!,#DIV/0!,#DIV/0!,5,11,0.455,0.455,0,0,#DIV/0!,#DIV/0!,#DIV/0!,5,2,#DIV/0!,#DIV/0!,#DIV/0!,5,10
356,Bob Carney,190,77,Bradley University,1932,,,19,#DIV/0!,244,8.7,0.423,#DIV/0!,0.625,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0.3,0.3,0.059,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,24,64,0.375,#DIV/0!,#DIV/0!,#DIV/0!,24,64,0.375,0.375,21,40,0.525,#DIV/0!,#DIV/0!,45,16,#DIV/0!,#DIV/0!,#DIV/0!,36,69
357,Fred Christ,193,95,Fordham University,1930,,,6,#DIV/0!,48,16.7,0.438,#DIV/0!,0.611,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.1,0.085,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5,18,0.278,#DIV/0!,#DIV/0!,#DIV/0!,5,18,0.278,0.278,10,11,0.909,#DIV/0!,#DIV/0!,8,7,#DIV/0!,#DIV/0!,#DIV/0!,3,20
358,Bert Cook,190,83,Utah State University,1929,,,37,#DIV/0!,424,8.5,0.381,#DIV/0!,0.376,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.4,0.3,0,-0.006,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,42,133,0.316,#DIV/0!,#DIV/0!,#DIV/0!,42,133,0.316,0.316,34,50,0.68,#DIV/0!,#DIV/0!,72,33,#DIV/0!,#DIV/0!,#DIV/0!,39,118
